,0
279,경기도 의정부시에 조성 중인 .나리벡시티. 부지의 토양오염 부실정화와 관련해 환경단체들이 관련 부처와 지자체를 상대로 공익감사를 청구했다
280,. 이 부지는 수십년 간 미군부지로 사용되다
281, 반환된 곳인데 환경단체들은 국방부 등이 유류 누출로 인한 토양오염 사실을 인지하고도 부실하게 정화 작업을 했다
282,고 주장하고 있다
283,. 나리벡시티 공사현장 사진. 녹색연합 제공 환경단체 녹색연합과 글로벌 에코넷 환경실천연합회는 .일 국방부 주한미군기지이전사업단 의정부시 한국환경공단을 대상으로 감사원에 공익감사를 청구했다
284,고 밝혔다
285,. 경기도 의정부시 금오동 산.번지 일대는 .년부터 미군부지캠프 시어즈로 공여됐는데 이 지역의 동쪽 공간은 주한미군의 유류저장소로 사용됐다
286,. .년 반환된 후 현재는 의정부시 주도 하에 나리벡시티 사업이 진행되고 있다
287,. 나리벡시티에는 공동주택과 오피스텔을 포함해 미래직업 테마파크 문화공간 등이 들어설 계획이다
288,. 토양환경보전법상 토양오염우려기준은 .지역으로 나뉜다
289,. .지역은 학교나 주거 어린이 놀이시설이 .지역은 도로나 주차장 공장부지가 들어설 수 있는 정도의 토양이다
290,. 나리벡시티 부지는 반환 후 국방부가 .년 .지역 수준으로 정화를 했고 나리벡시티 사업이 추진되자 지난해 .월 .지역 수준으로 다
291,시 정화가 완료됐다
292,. 그러나 지난해 .월 굴착공사 도중 기준치의 .배가 넘는 오염토가 발견돼 공사가 중단됐다
293,. 암반에 스며든 유류가 공사가 진행되자 흘러나오기 시작한 것이다
294,. 전체 부지의 .가 넘는 면적에서 유류 오염물질인 석유계총탄화수소가 기준치를 초과했다
295,. 당시 국방부는.암반은 정화 대상이 아니다
296,. 암반이 아닌 토양은 정화가 완료됐다
297,. 며 개발사업자인 .나리벡시티에 정화책임을 미뤘다
298,. 결국 지난해 말 의정부시가 .공동 정화하라.고 명령해 현재 추가 정화작업을 진행 중이다
299,. 환경단체들은 내년 .월까지인 추가 정화작업 또한 절차를 지키지 않고 진행되고 있다
300,고 주장한다
301,. 법상 오염토양 정화는 .그 부지 내에서. 진행돼야 하는데 하지만 .나리벡시티가 의정부시의 승인을 받고 오염토량을 외부로 반출하고 있어 주변 지하수 오염이 우려된다
302,는 것이다
303,. 환경단체들은 공익감사청구서에서 .미군 반환 공여구역의 경우 정화사업 후 개발 단계나 개발 완료 후에 추가 오염이 확인되는 사례가 빈번하다
304,. 부실정화로 공공시설 및 공동주택 계획이 무기한 연기되거나 유해.발암물질에 노출돼 지역 주민들이 건강상 피해도 입을 수 있다
305,.며 .철저하게 감사해 달라.고 촉구했다
306,.다
307,이산화탄소와 탈황석고를 활용한 탄소포집.활용 설비. 현대오일뱅크 제공. 현대오일뱅크와 종합건설사 이앤씨가 이산화탄소.와 정유 부산물인 탈황석고를 활용해 탄산화제품을 생산하는 탄소포집.활용 설비를 구축하기로 했다
308,. 양사는 해당 내용이 담긴 .탄소저감 친환경 건축소재 사업 협약.을 .일 체결하고 공동으로 온실가스 자원화 사업을 추진하기로 했다
309,. .년 충남 서산시 현대오일뱅크 대산공장 내에 연간 .만의 탄산화제품 생산 공장을 건설해 생산량을 최대 .만까지 늘릴 계획이다
310,. 현대오일뱅크는 이번 탄소포집.활용 기술 도입을 통해 정유 부산물인 탈황석고를 연간 .만 가량 재활용한다
311,. 현대오일뱅크는 .탄산화제품 . 당 이산화탄소 .을 포집.활용할 수 있어 연간 .만의 탄소배출을 줄일 수 있을 것으로 전망하고 있다
312,.고 밝혔다
313,. 이는 소나무 .만 그루를 심는 효과와 맞먹는 양으로 탄소포집.활용 설비로는 국내 최대 규모다
314,. 생산된 탄산화제품은 시멘트 콘크리트 경량 블록 등 건축 자재를 만드는 대체원료로 공급한다
315,. 석고.석회광산에서 석고 탄산칼슘을 직접 채굴하는 것보다
316, 자연 파괴가 적다
317,. 현대오일뱅크 관계자는 .온실가스 저감 자원 재활용 환경 보존을 동시에 실현할 수 있는 방법.이라고 말했다
318,. 이앤씨는 탄소포집.활용 공장의 설계.구매.시공에 참여하고 탄산화제품으로 만든 친환경 시멘트 콘크리트 등을 건축 및 토목 사업에 활용할 예정이다
319,. 이앤씨 측은 이번 사업을 통해 탄소 포집.활용 신사업 포트폴리오를 확보해 경영에 속도를 내겠다
320,고 밝혔다
321,. 강달호 현대오일뱅크 사장은 .이번 협력은 환경을 오염시키는 배출가스와 활용도가 낮은 부산물을 재가공해 쓸모 있는 제품으로 바꾸는 친환경 사업 모델.이라며 .다
322,양한 탄소중립 노력으로 환경.사회.지배구조경영을 강화하겠다
323,.고 말했다
324,. 마창민 이앤씨 대표도 .포집한 이산화탄소를 활용해 새로운 가치를 창출할 수 있는 돌파구를 마련하게 됐다
325,.라며 .가장 적극적인 형태의 탄소저감 활동이 될 것.이라고 전했다
326,.다
327,코로나. 사태 이후 신선냉장식품 등의 온라인 구매가 늘어나면서 집집마다
328, 쌓여가고 있는 아이스팩. 윤희일 선임기자 세종시가 버려지는 아이스팩냉매가 들어있는 비닐 봉지을 전면 재사용하는 프로젝트를 가동한다
329,. 코로나. 사태 이후 신선.냉장.냉동식품 등의 온라인 구매가 늘어나면서 아이스팩의 처리가 가정과 사회의 큰 문제로 떠오르고 있는 것이 그 배경이다
330,. 아이스팩의 충전재는 고흡수성수지 플라스틱의 일종으로 자연 분해가 되지 않으며 소각.매립이 어려워 환경오염의 주범으로 지목되고 있다
331,. 전문가들은 아이스팩으로 인한 환경오염을 방지하기 위해서는 발생량을 억제하고 사용량을 줄이는 것이 시급하다
332,고 주장한다
333,. 세종시는 .일부터 시내 공동.단독주택에 아이스팩 분리배출장소를 지정한 뒤 세종시 전역의 아이스팩을 수거하는 사업을 추진한다
334,고 .일 밝혔다
335,. 세종시 관계자는 .아이스팩을 수거해 재사용함으로써 일단 제조된 아이스팩의 활용도를 높이는 방법으로 환경오염 문제를 줄여나갈 방침.이라고 말했다
336,. 시는 시민들이 비닐로 포장된 젤 형태의 아이스팩을 인근 행정복지센터.곳와 공동.단독주택 인근에 마련한 분리배출장소.곳에 내놓으면 세척.소독 작업을 거쳐 수요가 필요한 식품업체 전통시장 등에 무상으로 전달하기로 했다
337,. 세종시는 아이스팩 수거 장소는 공동주택 관리사무소 거점 배출장소 등에서 접수를 받아 최종 확정명단을 확정한 뒤 오는 .일 시 홈페이지에 공개할 예정이다
338,. 이두희 세종시 환경녹지국장은 .폐합성수지와 미세플라스틱의 원인인 젤타입의 아이스팩을 재사용함으로써 자원재활용과 환경보전에 기여하도록 하겠다
339,.고 말했다
340,.다
341,오래전 .이날.은 .년부터 .년까지 .년마다
342, 경향신문의 같은 날 보도를 살펴보는 코너입니다
343,. 매일 업데이트합니다
344,. .년 .월 .일 .고엽제 있을까.칠곡 토양 시료 채취. .년 전인 .년 .월 .일 경향신문 .면에는 .고엽제 있을까.칠곡 토양 시료 채취.라는 제목이 달린 사진이 실렸습니다
345,. 또 .면에는 . 고엽제 .년 사용. .칠곡 미군기지 인근 .곳 땅속 토양 채취.라는 제목의 관련 기사들이 함께 게재됐습니다
346,. 아래에 당시 기사들의 일부를 옮겨 보겠습니다
347,. 칠곡 미군기지 인근 .곳 땅속 토양 채취 고엽제로 인한 환경오염에 대해 불안이 확산되고 있는 가운데 한.미 공동조사단은 .일 경북 칠곡군 왜관읍 미군기지 캠프 캐럴 주변지역에서 토양시료 채취를 시작했다
348,. 한국 측 조사단은 지난 .일과 .일 이틀에 걸쳐 기지 주변 .곳의 지하수 관정에서 시료를 채취한 데 이어 이날부터 토양과 하천수 시료 채취에 나섰다
349,. 미군 측은 .명이 나와 우리 측의 시료채취 과정을 참관했다
350,. 조사단은 오전 .시부터 캠프 캐럴과 담장을 사이에 두고 있는 칠곡교육문화회관 본관 뒤편에서 토양시료를 채취했다
351,. 고엽제가 묻힌 곳으로 거론되고 있는 캠프 캐럴 내 헬기장에서부터 .가량 떨어져 있는 지역이다
352,. 조사단은 .직관 타격식 토양시료 채취 장비.를 이용해 암반층이 나올 때까지 땅에 구멍을 뚫는 방법을 이용했다
353,. 첫 지점에서 조사단은 .까지 구멍을 뚫어내려가 시료를 채취하는 등 . 간격으로 모두 .곳에서 시료를 확보했다
354,. 조사단은 앞으로 .곳에서 더 시료를 확보할 예정이며 구멍을 뚫은 곳에 지하수 모니터링을 위한 관측정도 설치키로 했다
355,. 중략 .국방부와 부천시 공동조사단.도 이날 화학물질 매몰 의혹이 제기된 경기 부천시 오정동 옛 미군부대 캠프 머서현재 육군 .공병부대를 방문 현장조사를 하려 했으나 비가 내려 시료 채취를 포기했다
356,. 공동조사단은 .일 재조사를 실시키로 했다
357,. . 고엽제 .년 사용. 한국 내에서 고엽제가 사용된 시기와 장소는 .년 .월.년 .월 사이 비무장지대 인근.이라는 한.미 양국의 공식적인 발표와 달리 다
358,른 시간.장소에서도 광범위하게 고엽제가 뿌려졌다
359,는 증거와 정황이 곳곳에서 발견되고 있다
360,. 또 미국이 이 같은 사실을 이미 알고 있으면서도 공개적으로 인정하지 않고 있다
361,는 의혹도 제기되고 있다
362,. 미국 보훈부는 .년 주한미군으로 등에서 복무했던 한 골수종 환자에게 .년 .월 보낸 고엽제 피해보상 결정 통지문에서 .에이전트 오렌지 에이전트 블루 모뉴론 등의 제초제가 .년부터 .년까지 한국에서 사용됐다
363,.고 밝힌 것으로 .일 드러났다
364,. 한.미 양국의 공식 발표 내용보다
365, .년이나 앞선 시기에 이미 고엽제가 사용됐음을 공식문서를 통해 스스로 밝힌 셈이다
366,. 미국은 또 .년 주한미군으로 인근에서 복무한 장병.으로 한정됐던 고엽제 피해자에 대한 보상범위를 넓히고 있어 공식 발표 이전 또는 이후에도 고엽제가 한국에서 사용됐음을 사실상 인정하고 있다
367,. 미국은 지난 .월 보상범위를 .년 .월.년 .월 근무자로 .년 확대한 데 이어 앞으로 더 늘릴 방침이다
368,. 중략 이와 함께 고엽제 살포가 인근뿐 아니라 한국 내 전역에서 이뤄졌다
369,는 증언도 잇따르고 있다
370,. 퇴역 주한미군 사이트인 .한국전쟁프로젝트.의 게시판에는 .년대 한국에서 복무한 뒤 고엽제 후유증에 시달리고 있지만 인근이 아닌 곳에서 복무했다
371,는 이유로 보상을 받지 못하고 있다
372,는 호소가 꾸준히 올라오고 있다
373,. 오산 공군기지에서 복무했다
374,는 리처드 길리건은 잡초 제거를 위해 활주로에 고엽제를 항상 뿌렸으며 그로 인해 당뇨와 폐.심장.신장 질환에 시달리고 있지만 미국 정부가 고엽제 환자로 인정해 주지 않고 있다
375,고 밝혔다
376,. 동두천 캠프 케이시에서 복무한 미키 퍼크스는 .년 .월에 올린 글에서 .남쪽에 있는 미사일 기지에 파견근무를 하면서 기지 주변의 잡초 제거를 위해 많은 제초제를 뿌렸다
377,.며 .그때 그것이 고엽제라고 들었다
378,.고 밝혔다
379,. 정부가 지난해 .월 .일 미국과의 제.차 주둔군지위협정 합동위원회에서 돌려받기로 합의한 .개 주한미군 기지 중 서울 용산구 캠프 킴 일대 전경. 이상훈 선임기자 . 당시 기사들의 내용대로 .년 전 미군기지 내부에 대한 조사가 실시된 것은 주한미군이 미군기지 내에 일명 .에이전트 오렌지.로 불리는 고엽제를 매몰했다
380,는 주장이 제기되고 그 주장을 뒷받침할 만한 증거들도 확인되고 있었기 때문입니다
381,. 고엽제는 미군이 베트남전쟁에서 사용한 제초제입니다
382,. 당시 미군이 고엽제를 노란색 드럼통에 담아 보관했기에 .에이전트 오렌지.라는 별명이 붙었다
383,고 합니다
384,. 이 제초제의 제조과정에서 생기는 부산물인 다
385,이옥신은 맹독성 물질로 고엽제에 노출되면 다
